parcel,permit_count,distinct_types,top_type,total_valuation,first_permit,last_permit,address,lat,lon
E21 01004 0043,2,2,Commercial Electrical Permit,0,2026-04-22,2026-06-02,"149 EDISON ST, APT/UNIT 3, DAYTON OH 45402-6600 United States",39.75861360088416,-84.21648254159624
E21 01005B0055,1,1,Residential Electrical Permit,0,2026-01-08,2026-01-08,"4356 WEEPING WILLOW DR, DAYTON OH",,
E21 01010 0032,3,3,Commercial Building Permit,0,2026-02-05,2026-02-18,"1 CHILDRENS PLZ, DAYTON OH 45404 United States",39.774028226896995,-84.16886982183259
E21 01010 0033,1,1,Commercial Building Permit,0,2026-01-23,2026-01-23,"3600 TERMINAL DR, DAYTON OH 45377 United States",39.898604457430565,-84.22130315387628
E21 01010 0044,2,1,Commercial Electrical Permit,0,2026-01-02,2026-02-17,"4630 MIDWAY AVE, DAYTON OH 45417-1354 United States",39.75056679694319,-84.26383425987117
E21 01010 0241,5,4,Commercial Electrical Permit,0,2026-03-06,2026-05-18,"1944 TROY ST, DAYTON OH 45404",39.791173015197515,-84.16558255402462
E21 01103 0002,1,1,Commercial Gas Permit,0,2026-05-21,2026-05-21,"704 ROCKFORD AVE, APT/UNIT 1, DAYTON OH 45405-4030 United States",39.77850485028296,-84.20611867446175
E21 01103 0041,1,1,Commercial Building Permit,0,2026-05-01,2026-05-01,"949 W THIRD ST, DAYTON OH 45402 United States",,
E21 01103 0086,1,1,Commercial Mechanical Permit,0,2026-06-02,2026-06-02,"17 E Fourth ST, DAYTON OH 45402-2101",39.75845352805611,-84.19070706511039
E21 01103 0089,1,1,Commercial Electrical Permit,0,2026-02-19,2026-02-19,"3558 STANFORD PL, DAYTON OH 45406-3634 United States",39.77703459035414,-84.24548710141988
E21 17205 0055,1,1,Residential Mechanical Permit,0,2026-02-02,2026-02-02,"4315 WILLOW HILLS, DAYTON OH",,
E21 17205 0066,1,1,Residential Building Permit,100,2026-04-30,2026-04-30,"2654 N GETTYSBURG AVE, DAYTON OH 45406-1710 United States",39.79412457157825,-84.25356827765926
E21 17206 0107,1,1,Commercial Plumbing Permit,0,2026-01-07,2026-01-07,"4428 N DIXIE DR, DAYTON OH 45414",39.806692503359386,-84.19592100281427
E21 17207 0164,1,1,Residential Electrical Permit,0,2026-03-05,2026-03-05,"25 MARATHON AVE, DAYTON OH 45405-3613 United States",39.782055590016014,-84.2094762569973
E21 17207 0218,1,1,Residential Electrical Permit,0,2026-06-22,2026-06-22,"37 ROCKWOOD AVE, DAYTON OH 45405-4421 United States",39.77031194744131,-84.20626678943059
E21 17207A0061,1,1,Residential Electrical Permit,0,2026-04-10,2026-04-10,"2323 NILL AVE, DAYTON OH 45420-2370 United States",39.73367966153011,-84.14788884465665
E21 17207A0091,1,1,Residential Electrical Permit,0,2026-04-21,2026-04-21,"4647 GREENWICH VILLAGE AVE, DAYTON OH 45406-2411 United States",39.7883128012532,-84.26062577713951
E21 17209 0104,1,1,Residential Electrical Permit,0,2026-03-19,2026-03-19,"2105 RAVENWOOD AVE, DAYTON OH 45406-2907 United States",,
E21 17303 0195,1,1,Residential Electrical Permit,0,2026-01-06,2026-01-06,"1930 WESLEYAN RD, DAYTON OH 45406 United States",39.7844474669959,-84.24351606240094
E21 17303A0059,1,1,Commercial Building Permit,0,2026-01-05,2026-01-05,"1529 Brown ST, DAYTON OH",39.73837258576606,-84.18200426742256
E21 17304 0013,1,1,Residential Building Permit,17100,2026-05-18,2026-05-18,"1903 AUBURN AVE, DAYTON OH 45406",,
E21 17304 0086,1,1,Residential Electrical Permit,0,2026-04-09,2026-04-09,"2026 REVERE AVE, DAYTON OH 45420-1960 United States",39.737984115809326,-84.14929720385005
E21 17306 0122,1,1,Residential Electrical Permit,0,2026-02-12,2026-02-12,"5540 SIGNET DR, DAYTON OH 45424-4544 United States",39.820933045555336,-84.11171485721624
E21 17306 0143,1,1,Residential Mechanical Permit,0,2026-06-12,2026-06-12,"708 SAINT NICHOLAS AVE, DAYTON OH 45410-2520 United States",39.74988678554091,-84.15537213879982
E21 17307 0045,3,3,Residential Electrical Permit,0,2026-01-02,2026-05-06,"2717 E FOURTH ST, APT/UNIT 2, DAYTON OH 45403-2113 United States",39.76384721810373,-84.15337338990709
E21 17307 0127,1,1,Residential Electrical Permit,0,2026-06-23,2026-06-23,"3117 CORNELL DR, DAYTON OH 45406-4109 United States",39.776525606136104,-84.24002258289603
E21 17307 0172,1,1,Residential Electrical Permit,0,2026-06-15,2026-06-15,"224 RAVELLE CT, DAYTON OH 45420-1894 United States",39.737002836507884,-84.16316078712114
E21 17307 0243,1,1,Commercial Mechanical Permit,0,2026-03-04,2026-03-04,"5067 NORRIS DR, DAYTON OH 45414-3709 United States",39.820214423998,-84.20547792290847
E21 17404 0030,3,3,Residential Electrical Permit,0,2026-01-16,2026-05-29,"1344 W FIRST ST, DAYTON OH 45402 United States",39.75743607078305,-84.21609577761123
E21 17407 0066,1,1,Residential Mechanical Permit,0,2026-05-07,2026-05-07,"1839 SPEICE AVE, DAYTON OH 45403-3134 United States",39.759275981774564,-84.13202229567428
E21 17408 0011,1,1,Residential Gas Permit,0,2026-02-12,2026-02-12,"11 S IRWIN ST, DAYTON OH 45403",39.76581935077774,-84.15111192386857
E21 17408 0141,1,1,Residential Gas Permit,0,2026-02-23,2026-02-23,"1830 KIPLING DR, DAYTON OH 45406 United States",39.782068253815794,-84.24231413178883
E21 17410 0044,1,1,Residential Building Permit,9500,2026-01-23,2026-01-23,"4382 WEEPING WILLOW DR, DAYTON OH 45404 United States",,
E21 17410 0047,1,1,Commercial Gas Permit,0,2026-06-08,2026-06-08,"40 S MAIN ST, DAYTON OH 45402 United States",39.75858596717528,-84.19123324009236
E21 17411 0053,1,1,Commercial Electrical Permit,0,2026-01-23,2026-01-23,"2616 NEWPORT AVE, APT/UNIT 6, DAYTON OH 45405-3157 United States",39.788887562921246,-84.21038778297823
E21 17602A0084,1,1,Residential Gas Permit,0,2026-03-06,2026-03-06,"1861 Emerson AVE, DAYTON OH 45406-4802",39.782477796849825,-84.22337332714355
E21 17604 0051,1,1,Residential Building Permit,30000,2026-04-20,2026-04-20,"628 HICKORY ST, DAYTON OH 45410-1235 United States",39.752453055410506,-84.17856619864675
E21 17604A0036,1,1,Residential Electrical Permit,0,2026-04-29,2026-04-29,"1701 W SECOND ST, DAYTON OH 45402 United States",39.75558863670253,-84.2233423311234
E21 17608 0005,1,1,Commercial Electrical Permit,0,2026-03-18,2026-03-18,"451 W THIRD ST, DAYTON OH 45402-1447 United States",39.75866421736068,-84.20042098208506
E21 19004 0018,1,1,Residential Electrical Permit,0,2026-05-05,2026-05-05,"2360 FAUVER AVE, DAYTON OH 45420-2525 United States",39.732215841807324,-84.14186190870404
E21 19005 0012,2,2,Residential Electrical Permit,0,2026-02-24,2026-05-15,"2110 WAYNE AVE, DAYTON OH 45410-2137 United States",39.74140885189476,-84.16496605078117
E21 24101 0003,1,1,Residential Electrical Permit,0,2026-03-03,2026-03-03,"4382 WEEPING WILLOW DR, DAYTON OH 45404 United States",,
E21 24107 0024,2,2,Residential Electrical Permit,0,2026-01-22,2026-03-03,"931 W THIRD ST, DAYTON OH 45402 United States",39.83199964335536,-84.09859476009999
E21 24118 0009,1,1,Commercial Electrical Permit,0,2026-04-27,2026-04-27,"4115 FREE PIKE, APT/UNIT 19, DAYTON OH 45416-1240 United States",39.798233213697486,-84.25643766210801
E21 24408 0001,1,1,Commercial Electrical Permit,0,2026-03-30,2026-03-30,"1501 Riverside DR, DAYTON OH 45405-4110",39.77864754212861,-84.20159914369935
E21 24411 0007,1,1,Commercial Electrical Permit,0,2026-04-15,2026-04-15,"3498 OLD SPRINGFIELD RD, DAYTON OH",,
F22 01307 0024,1,1,Residential Electrical Permit,0,2026-04-10,2026-04-10,"822 SUNLIGHT AVE, DAYTON OH 45417-9255 United States",39.760076097155306,-84.2708951806215
F22 01401 0037,1,1,Residential Electrical Permit,0,2026-06-25,2026-06-25,"153 N Garland AVE, DAYTON OH 45403-1717",39.76983778535539,-84.14543847349351
F22 01408 0038,1,1,Residential Building Permit,10000,2026-06-23,2026-06-23,"4625 BLUE IRIS DR, DAYTON OH 45404",,
F22 01409 0003,2,2,Residential Electrical Permit,0,2026-01-02,2026-04-13,"400 BURLEIGH AVE, DAYTON OH 45417-1634 United States",39.75645276840241,-84.24578980415247
F22 01411 0046,1,1,Residential Electrical Permit,0,2026-06-12,2026-06-12,"2035 WESLEYAN RD, DAYTON OH 45406-3836 United States",39.78633748006558,-84.24400829195882
F22 01411 0075,1,1,Residential Electrical Permit,0,2026-06-23,2026-06-23,"1257 ALWILDY AVE, DAYTON OH 45417-3950 United States",39.73866331763545,-84.21342333514099
F22 01501 0019,1,1,Residential Building Permit,40000,2026-06-22,2026-06-22,"1121 W FAIRVIEW AVE, DAYTON OH 45406-2811 United States",39.787528034307776,-84.22891169955837
F22 01501 0040,1,1,Residential Electrical Permit,0,2026-06-12,2026-06-12,"21 LIVINGSTON AVE, DAYTON OH 45403-2937 United States",39.75757879737608,-84.14888444374286
F22 01511 0012,2,2,Residential Electrical Permit,0,2026-04-10,2026-04-30,"412 N BROADWAY ST, DAYTON OH 45402-6614 United States",39.760028730438954,-84.21472784586639
F23 00102 0018,1,1,Residential Electrical Permit,0,2026-03-10,2026-03-10,"500 NIAGARA AVE, DAYTON OH 45405-3742 United States",39.77978329669574,-84.21839202478887
F23 00104 0060,5,4,Permit Revision,0,2026-03-02,2026-05-08,"40 N Main ST, DAYTON OH 45423-1021",39.76070865238252,-84.19178995969571
F23 00107 0017,1,1,Residential Electrical Permit,0,2026-01-20,2026-01-20,"1567 EARLHAM DR, DAYTON OH 45406-4734 United States",39.77583171535888,-84.23071031777262
F24 00101 0016,1,1,Commercial Building Permit,0,2026-04-24,2026-04-24,"1 WYOMING ST, DAYTON OH 45409 United States",39.745718250758195,-84.1865388265835
F24 00101 0091,2,2,Residential Electrical Permit,0,2026-02-19,2026-02-20,"19 ANDREWS ST, DAYTON OH 45410-1913 United States",39.75091434881289,-84.16422910393351
F24 00102 0166,1,1,Residential Electrical Permit,0,2026-04-15,2026-04-15,"30 BRENNER AVE, DAYTON OH 45403-1122 United States",39.76603400121489,-84.16413839562972
F24 00205 0035,1,1,Residential Building Permit,11486,2026-05-22,2026-05-22,"1715 SHAFTESBURY RD, DAYTON OH 45406-3942 United States",39.78013249904605,-84.24083509925508
F24 00210 0025,1,1,Commercial Electrical Permit,0,2026-02-26,2026-02-26,"130 XENIA AVE, DAYTON OH 45410-1538 United States",39.75225986432249,-84.17442090244775
F24 00210 0064,1,1,Commercial Building Permit,0,2026-04-16,2026-04-16,"371 W Second ST, DAYTON OH",39.760209025680545,-84.19898220027287
F24 00310 0019,1,1,Residential Mechanical Permit,0,2026-06-16,2026-06-16,"4236 COACH LIGHT TRL, DAYTON OH 45424-8039 United States",39.8050886009236,-84.10743930060434
F25 01301 0010,1,1,Residential Mechanical Permit,0,2026-03-02,2026-03-02,"109 E Foraker AVE, DAYTON OH 45409-2920",39.747266288384374,-84.18676837303352
F25 01302 0138,1,1,Residential Mechanical Permit,0,2026-01-22,2026-01-22,"4682 HEDGEWOOD AVE, DAYTON OH 45406-1339 United States",39.79202826627332,-84.26206163347285
F25 01302 0144,1,1,Residential Electrical Permit,0,2026-01-09,2026-01-09,"4413 CORINTH DR, DAYTON OH 45410-3474 United States",39.74243358958057,-84.13220415278538
F25 01306 0022,2,2,Residential Electrical Permit,0,2026-02-11,2026-03-04,"130 DRUMMER AVE, DAYTON OH 45403-2427 United States",39.756573390061206,-84.16904947734444
F25 01309 0052,1,1,Residential Electrical Permit,0,2026-06-22,2026-06-22,"6950 BLUEBIRD DR, DAYTON OH 45424",,
F25 01312 0009,1,1,Residential Mechanical Permit,0,2026-06-26,2026-06-26,"2206 DELLA DR, DAYTON OH 45417",,
G27 01602 0163,2,2,Commercial Building Permit,0,2026-04-14,2026-05-04,"314 VERMONT AVE, 316, DAYTON OH 45404",39.7765542939437,-84.18515731867454
G27 01604 0065,1,1,Residential Building Permit,116511,2026-04-08,2026-04-08,"369 GENEVA RD, DAYTON OH 45417-1367 United States",39.75301656046059,-84.2605238067652
G27 01608 0045,1,1,Residential Electrical Permit,0,2026-03-19,2026-03-19,"2103 RAVENWOOD AVE, DAYTON OH 45406 United States",39.78588042227781,-84.22702277633012
G27 01610 0069,1,1,Residential Electrical Permit,0,2026-06-03,2026-06-03,"2536 LYNN AVE, DAYTON OH 45406",39.79398649665653,-84.23130380749672
G27 01610 0131,1,1,Residential Building Permit,150000,2026-05-19,2026-05-19,"10 S JERSEY ST, DAYTON OH 45403-2136 United States",39.76543756052813,-84.15302248289004
G27 01703 0003,1,1,Residential Mechanical Permit,0,2026-04-30,2026-04-30,"4504 Cardinal Flower DR, Miamisburg OH 45342",,
G27 01706 0003,1,1,Residential Electrical Permit,0,2026-04-24,2026-04-24,"1318 LAMAR ST, DAYTON OH 45404-1739 United States",39.78074629434977,-84.17584581161701
G27 01707 0031,1,1,Residential Electrical Permit,0,2026-04-14,2026-04-14,"1710 FAUVER AVE, DAYTON OH 45420-2503 United States",39.74237733258666,-84.14093112532102
G27 01707 0034,2,1,Residential Building Permit,44144,2026-03-04,2026-03-04,"4428 ACCLIVIS LN, DAYTON OH 45424-5189 United States",39.805111432033584,-84.10357373380381
G27 01709 0028,1,1,Residential Mechanical Permit,0,2026-03-17,2026-03-17,"41 POINTVIEW AVE, DAYTON OH 45405-2802 United States",39.79310183579748,-84.21361288798981
G27 01711 0048,1,1,Commercial Electrical Permit,0,2026-03-30,2026-03-30,"1501 Riverside DR, DAYTON OH 45405-4110",39.77864754212861,-84.20159914369935
G27 01810 0034,1,1,Residential Electrical Permit,0,2026-06-16,2026-06-16,"2107 RIVERSIDE DR, DAYTON OH 45405-3521 United States",39.785108633610776,-84.20497787818677
G27 01810 0050,1,1,Residential Mechanical Permit,0,2026-04-21,2026-04-21,"545 WESTWOOD AVE, DAYTON OH 45417-1530 United States",39.76067608882504,-84.24153733834522
G27 01811 0036,1,1,Commercial Electrical Permit,0,2026-02-20,2026-02-20,"241 DEEDS AVE, APT/UNIT 2, DAYTON OH 45404-1785 United States",39.77464719427049,-84.17723633675331
G27 18216 0002,1,1,Residential Mechanical Permit,0,2026-04-23,2026-04-23,"4848 SPARROW DR, DAYTON OH 45424-4519 United States",39.822534487237235,-84.1078706323956
G27 18216 0041,1,1,Residential Building Permit,5121,2026-05-18,2026-05-18,"1830 MALVERN AVE, DAYTON OH 45406-4447 United States",39.78192171011745,-84.22880818080236
G27 18217 0007,1,1,Residential Mechanical Permit,0,2026-05-05,2026-05-05,"2117 AUBURN AVE, DAYTON OH 45406-2913 United States",39.78629578526342,-84.22822347219675
G27 18218 0010,1,1,Residential Mechanical Permit,0,2026-03-03,2026-03-03,"1488 BENSON DR, DAYTON OH 45406-4609 United States",39.77616242375428,-84.231558335833
G27 18219 0024,1,1,Residential Building Permit,2585,2026-06-23,2026-06-23,"145 RITA ST, DAYTON OH 45404-2057 United States",39.77899709035313,-84.16739817731823
G27 18303 0002,1,1,Commercial Electrical Permit,0,2026-04-15,2026-04-15,"3240 Valerie Arms DR, UNIT 615, DAYTON OH 45405-2111",39.801154980393,-84.2406166185807
G27 18306 0001,1,1,Residential Building Permit,1500,2026-05-04,2026-05-04,"949 W THIRD ST, DAYTON OH 45402 United States",,
G27 18312 0003,1,1,Residential Electrical Permit,0,2026-04-13,2026-04-13,"49 CAMBRIDGE AVE, DAYTON OH 45406-5002 United States",39.7702746257707,-84.21464199648666
G27 18316 0007,1,1,Residential Mechanical Permit,0,2026-04-09,2026-04-09,"1215 Windsor AVE, DAYTON OH 45402-5719",39.76972879043612,-84.2284131154791
G27 18316 0013,1,1,Residential Electrical Permit,0,2026-01-06,2026-01-06,"148 S DUTOIT ST, DAYTON OH 45402-2214 United States",39.76023369132917,-84.17384401806564
G27 24507 0004,1,1,Residential Mechanical Permit,0,2026-01-08,2026-01-08,"4527 PRESCOTT AVE, DAYTON OH 45406-2439 United States",39.78663476701883,-84.25827354336609
G27 24507 0010,2,2,Residential Electrical Permit,0,2026-01-28,2026-04-29,"1329 W First ST, DAYTON OH 45402",39.75776732476367,-84.21558853568928
G27 24514 0064,1,1,Residential Electrical Permit,0,2026-06-11,2026-06-11,"3911 CAIN CT, DAYTON OH 45417-4311 United States",39.72900273508397,-84.24999921073655
G27 24515 0024,1,1,Residential Electrical Permit,0,2026-06-09,2026-06-09,"4632 PRESCOTT AVE, DAYTON OH 45406-2440 United States",39.78629725122449,-84.26045027624727
G28 18206 0018,1,1,Residential Electrical Permit,0,2026-01-21,2026-01-21,"708 CLEVERLY RD, DAYTON OH 45417-1211 United States",39.755947367710355,-84.26100696559419
G28 18207 0003,1,1,Commercial Electrical Permit,0,2026-03-25,2026-03-25,"1610 WOODMAN DR, APT/UNIT C7, DAYTON OH 45432-3353 United States",39.7339784751937,-84.12140474877486
G28 18308 0067,1,1,Residential Electrical Permit,0,2026-01-06,2026-01-06,"50 THORPE DR, DAYTON OH 45420-1824 United States",39.7317968380882,-84.15735371714398
G29 18204A0049,1,1,Commercial Electrical Permit,0,2026-03-18,2026-03-18,"3604 N MAIN ST, DAYTON OH 45405",39.798890512373106,-84.21760826731605
G31 01606 0004,1,1,Commercial Building Permit,0,2026-02-13,2026-02-13,"300 COLLEGE PARK AVE, DAYTON OH 45469 United States",39.74010674659607,-84.1799867581776
H33 00104 0004,1,1,Residential Mechanical Permit,0,2026-04-08,2026-04-08,"39 E MAPLEWOOD AVE, DAYTON OH 45405-2834 United States",39.79220509941575,-84.21327544951431
H33 00110 0014,1,1,Residential Mechanical Permit,0,2026-05-14,2026-05-14,"912 ANGIER DR, DAYTON OH",,
H33 00112 0002,1,1,Residential Mechanical Permit,0,2026-06-24,2026-06-24,"2228 WAYNE AVE, DAYTON OH 45410-2139 United States",39.74024407155221,-84.16346218323724
H33 00114 0016,1,1,Residential Mechanical Permit,0,2026-05-07,2026-05-07,"3479 SEABOARD DR, DAYTON OH 45414",39.820553258304116,-84.16109026705392
H33 00209 0026,3,2,Residential Electrical Permit,200000,2026-03-11,2026-05-08,"6665 Chickadee DR, DAYTON OH 45458",39.76285054005131,-84.16286336843591
H33 00210 0002,1,1,Residential Electrical Permit,0,2026-04-24,2026-04-24,"220 BURNS AVE, DAYTON OH 45402 United States",,
H33 00213 0015,1,1,Residential Electrical Permit,0,2026-02-20,2026-02-20,"1921 Tuttle AVE, DAYTON OH 45403-3431",39.75389446215779,-84.13122035393424
H33 00214 0014,3,2,Commercial Electrical Permit,0,2026-03-20,2026-05-06,"13 KNECHT DR, DAYTON OH 45405-2704 United States",39.79447646166527,-84.21536949838999
H33 00303 0041,1,1,Residential Electrical Permit,0,2026-05-06,2026-05-06,"1035 N GETTYSBURG AVE, DAYTON OH 45417-1566 United States",39.75968042378134,-84.25359804305347
H33 00305 0058,1,1,Residential Electrical Permit,0,2026-06-09,2026-06-09,"1029 CUMBERLAND AVE, DAYTON OH 45406-4956 United States",39.77856587614224,-84.22145095348101
H33 00305 0074,1,1,Residential Electrical Permit,0,2026-06-02,2026-06-02,"2217 NILL AVE, DAYTON OH 45420-2368 United States",39.735259634373755,-84.1474211829501
H33 00306 0096,1,1,Commercial Mechanical Permit,0,2026-01-21,2026-01-21,"521 Wayne AVE, DAYTON OH 45410",39.75506108211943,-84.18032237673896
H33 00308 0007,1,1,Residential Electrical Permit,0,2026-04-23,2026-04-23,"325 OAK ST, DAYTON OH 45410-1335 United States",39.7476250533546,-84.18034940537298
H33 00309 0012,1,1,Residential Mechanical Permit,0,2026-04-09,2026-04-09,"6698 LEXINGTON PL N, DAYTON OH 45424-4275 United States",39.83026966027825,-84.09760064680114
H33 00401 0040,1,1,Residential Mechanical Permit,0,2026-03-02,2026-03-02,"3738 KINGS HWY, DAYTON OH 45406-3504 United States",39.783153343582036,-84.24523114808377
H33 00415 0006,1,1,Residential Electrical Permit,0,2026-02-05,2026-02-05,"930 FIVE OAKS AVE, DAYTON OH 45406-5224 United States",39.77162960318473,-84.21267911211157
H33 00415 0013,1,1,Residential Electrical Permit,0,2026-03-23,2026-03-23,"1328 WAKEFIELD AVE, DAYTON OH 45406-2925 United States",39.786292610053,-84.23149696604105
H33 00416 0043,1,1,Commercial Electrical Permit,0,2026-02-09,2026-02-09,"4115 FREE PIKE, APT/UNIT 5, DAYTON OH 45416-1240 United States",39.798233213697486,-84.25643766210801
H33 00418 0004,1,1,Residential Mechanical Permit,0,2026-04-13,2026-04-13,"1501 Riverside DR, DAYTON OH 45405-4110",39.77864754212861,-84.20159914369935
