name,publisher,source_owner,theme,geography,granularity,access,cadence,formats,key_fields,records,updated,housing_relevant,queryable,capabilities,priority,current_use_state,desired_use_state,url,item_page,notes
Arrests_Greater2016_TYPE,City of Dayton,GIS-Scripts (City of Dayton GIS / PND),public safety,City of Dayton,address/point,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2026-08-01,,Y,"Query,Extract",,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/Arrests_Greater2016_TYPE/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=8d0d40e7577f4888b08ae857c76aee85,Arrests - Greater 2016
Arrests_OpenData_HOSTED,City of Dayton,GIS-Scripts (City of Dayton GIS / PND),public safety,City of Dayton,address/point,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2026-08-01,,Y,"Query,Extract",,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/Arrests_OpenData_HOSTED/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=859c294f8b314483bf2a6db1953deb80,Open Data - Arrests
AsBuiltProcessManagement/As_Built_Process_Management,City of Dayton,City of Dayton GIS,,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS FeatureServer,,7 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/AsBuiltProcessManagement/As_Built_Process_Management/FeatureServer,https://maps.daytonohio.gov/gisservices/rest/services,
AsBuiltProcessManagement/As_Built_Process_Management,City of Dayton,City of Dayton GIS,,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,7 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/AsBuiltProcessManagement/As_Built_Process_Management/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,
AsBuiltProcessManagement/AsBuilt_Process_Management_ReferenceLayers,City of Dayton,City of Dayton GIS,,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,34 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/AsBuiltProcessManagement/AsBuilt_Process_Management_ReferenceLayers/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,
AT Round 2_WFL1,City of Dayton,Jennifer.Hanauer (City of Dayton GIS / PND),zoning/land use,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2023-01-17,,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/AT_Round_2_WFL1/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=a0bec2accb6b4666aa5e23076dc33e03,"Contains all existing, planned, and funded bike routes."
AT Round 3_WFL1,City of Dayton,Jennifer.Hanauer (City of Dayton GIS / PND),zoning/land use,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2023-01-17,,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/AT_Round_3_WFL1/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=8c5692ac97114e9eaa2a50623ba130d3,"Contains all existing, planned, and funded bike routes."
Banner OPERATING STATE PERIOD VW-Mowing 2024 Budget Chart,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),vacancy,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2024-08-12,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=3a0354c5d5444c2ea7a24b5fd4158016,
Banner OPERATING STATE PERIOD VW-Mowing 2024 budget Indicator,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),vacancy,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2024-08-12,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=17e4826626a445bcacfb95326db2ac9e,
Banner OPERATING STATE PERIOD VW-Mowing 2025 Budget Chart,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),vacancy,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-06-10,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=ae085b5e50a2469ea0a03db912341429,
Banner OPERATING STATE PERIOD VW-Mowing 2025 budget Indicator,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),vacancy,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-06-10,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=e9a2075fadc24112b47becfe57025636,
Banner OPERATING STATE PERIOD VW-Parks 2024 Budget Chart,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2024-08-09,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=09263910ee354478bd8da17da9ebfead,
Banner OPERATING STATE PERIOD VW-Parks 2024 Budget Indicator,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-06-10,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=981064618da84bce85deeb52dd372af8,
Banner OPERATING STATE PERIOD VW-Parks 2025 Budget Chart,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-06-10,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=ac8331b68da847c2a8401c9cd85c7276,
Banner OPERATING STATE PERIOD VW-Parks 2025 Budget Indicator,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-06-10,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=62518729a4c441d7bebc5c25d9a3d19f,
Banner OPERATING STATE PERIOD VW-Parks Filter,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2024-08-09,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=705d671963e34b1a93b225078e3db1ff,
Banner OPERATING STATE PERIOD VW-Parks Filter-2023,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-06-10,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=2656a9ac6a4242629201694bb290d4af,
Banner OPERATING STATE PERIOD VW-Parks Filter_2,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-06-10,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=b8b005b6664a4bd5b548eaf37a19fb7e,
Banner OPERATING STATE PERIOD VW-Paving 2024 Budget Chart,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2024-08-12,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=a71e5c710e1b4c48898ea92dfc37d248,
Banner OPERATING STATE PERIOD VW-Paving 2024 Budget Indicator,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2024-08-22,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=31c36f2dca5048e1a7f87d34fd13c957,
Banner OPERATING STATE PERIOD VW-Paving 2025 Budget Chart,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-06-10,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=be4669d847a64ab8aee2fd929944d64d,
Banner OPERATING STATE PERIOD VW-Paving 2025 Budget Indicator,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-06-10,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=c0b7fc2cf8fe40bb842fc15178579b76,
Banner OPERATING STATE PERIOD VW-Preschool 2024 Budget Committed,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2024-08-21,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=bed3a7d4b734428faecfd6dc4c77d6c3,
Banner OPERATING STATE PERIOD VW-Preschool 2024 Budget Uncommitted,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2024-08-12,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=cec9d8ef1c8d4f3689cb6b6a0a90bc84,
Banner OPERATING STATE PERIOD VW-Preschool 2025 Budget Committed,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-06-10,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=798950780b8f40e9a1bf49c9ca1bf45d,
Banner OPERATING STATE PERIOD VW-Preschool 2025 Budget Uncommitted,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-06-10,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=e1beb3be95164ec28d5d3e1ab6545bef,
Banner OPERATING STATE PERIOD VW-Total 2024 Budget Chart,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2024-08-12,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=1e1c25c61bfd41c9b9b025fa69594cd5,
Banner OPERATING STATE PERIOD VW-Total 2025 Budget Chart,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-06-10,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=485ed7a175a74617ab713eb1e8c3c21e,
Banner_OPERATING_STATE_PERIOD_View,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2024-08-09,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=0bc600b29a3a427d9d7b084f11440bf2,
Banner_OPERATING_STATE_YEAR_View,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2024-08-09,,N,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/PublicWorks/BannerData/MapServer/3,https://daytonohio.maps.arcgis.com/home/item.html?id=ee089634cc7243a1a357c5f23452ea4f,
Base/CensusTracts,City of Dayton,City of Dayton GIS,demographics,City of Dayton,tract,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,1 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/Base/CensusTracts/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,
Base/Dayton_Corporation_Boundary,City of Dayton,City of Dayton GIS,geography/reference,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,1 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/Base/Dayton_Corporation_Boundary/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,
Base/Dayton_Neighborhoods,City of Dayton,City of Dayton GIS,geography/reference,City of Dayton,neighborhood,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,2 layers,,Y,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/Base/Dayton_Neighborhoods/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,A map with city of Dayton neighborhoods and their labels
Base/DaytonParcels,City of Dayton,City of Dayton GIS,ownership/transfers,City of Dayton,parcel,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,1 layers,,Y,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/Base/DaytonParcels/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,
Base/Neighborhoods,City of Dayton,City of Dayton GIS,geography/reference,City of Dayton,neighborhood,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,1 layers,,Y,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/Base/Neighborhoods/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,
Basemap/2013OrthoCache,City of Dayton,City of Dayton GIS,geography/reference,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,0 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/Basemap/2013OrthoCache/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,
Basemap/2016OrthoCache,City of Dayton,City of Dayton GIS,geography/reference,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,0 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/Basemap/2016OrthoCache/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,
Basemap/2019OrthoImagery,City of Dayton,City of Dayton GIS,geography/reference,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,1 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/Basemap/2019OrthoImagery/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,
Basemap/2022OrthoCache,City of Dayton,City of Dayton GIS,geography/reference,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,0 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/Basemap/2022OrthoCache/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,Web Service
Basemap/Fall2024Ortho_Greg,City of Dayton,City of Dayton GIS,geography/reference,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,0 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/Basemap/Fall2024Ortho_Greg/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,
Basemap/Fall2024OrthoCache,City of Dayton,City of Dayton GIS,geography/reference,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,0 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/Basemap/Fall2024OrthoCache/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,
Basemap/June6_2019_Tornado,City of Dayton,City of Dayton GIS,geography/reference,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,0 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/Basemap/June6_2019_Tornado/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,
Basemaps/Atlas_Grid,City of Dayton,City of Dayton GIS,geography/reference,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,2 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/Basemaps/Atlas_Grid/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,
